op,runs,min,max,avg,stddev,p50,p95,p99
NOP,27,0.000001,0.000002,0.000002,0.000000,0.000002,0.000002,0.000002
ADD,27,0.000006,0.000012,0.000010,0.000002,0.000010,0.000012,0.000012
SUB,27,0.000004,0.000012,0.000009,0.000002,0.000009,0.000011,0.000011
MULT,27,0.000006,0.000013,0.000010,0.000003,0.000009,0.000013,0.000013
DIV,27,0.000005,0.000014,0.000010,0.000003,0.000010,0.000014,0.000014
SQRT,27,0.000006,0.000051,0.000011,0.000008,0.000011,0.000014,0.000014
LOAD,27,0.000003,0.000008,0.000004,0.000002,0.000004,0.000007,0.000008
STOR,27,0.000002,0.000004,0.000003,0.000000,0.000003,0.000003,0.000004
JMP,27,0.000001,0.000002,0.000001,0.000000,0.000001,0.000001,0.000002
2847e-05,100.0,13611.625
ADD,15,1.0320000001229346e-05,66.7,13611.46484375
ADD,16,1.0019997716881335e-05,100.0,13611.46484375
ADD,17,9.019997378345579e-06,100.0,13611.46484375
ADD,18,1.0961004591081291e-05,50.0,13611.46484375
ADD,19,8.939998224377632e-06,100.0,13604.3359375
ADD,20,8.429997251369059e-06,0.0,13604.3359375
SUB,1,2.710999979171902e-05,66.7,13604.3359375
SUB,2,1.2800002878066152e-05,100.0,13604.10546875
SUB,3,8.839997462928295e-06,66.7,13604.10546875
SUB,4,7.619993994012475e-06,0.0,13604.10546875
SUB,5,9.980001777876168e-06,50.0,13604.10546875
SUB,6,1.1690004612319171e-05,100.0,13604.10546875
SUB,7,1.101999805541709e-05,66.7,13604.10546875
SUB,8,8.109993359539658e-06,100.0,13604.10546875
SUB,9,9.729999874252826e-06,0.0,13604.10546875
SUB,10,8.789997082203627e-06,100.0,13604.10546875
SUB,11,9.390001650899649e-06,50.0,13604.10546875
SUB,12,1.0570001904852688e-05,50.0,13604.10546875
SUB,13,8.950002666097134e-06,100.0,13604.10546875
SUB,14,7.590999302919954e-06,0.0,13604.10546875
SUB,15,9.080999006982893e-06,100.0,13604.10546875
SUB,16,7.510003342758864e-06,0.0,13604.10546875
SUB,17,8.68999632075429e-06,50.0,13604.10546875
SUB,18,7.4409981607459486e-06,0.0,13604.10546875
SUB,19,1.0539995855651796e-05,66.7,13604.10546875
SUB,20,1.101999805541709e-05,50.0,13604.10546875
MULT,1,1.507999695604667e-05,100.0,13604.10546875
MULT,2,1.4689998351968825e-05,50.0,13604.10546875
MULT,3,1.1750002158805728e-05,50.0,13604.109375
MULT,4,1.2849995982833207e-05,100.0,13604.109375
MULT,5,1.1209995136596262e-05,100.0,13604.109375
MULT,6,1.2889999197795987e-05,50.0,13604.109375
MULT,7,1.3079996278975159e-05,100.0,13604.109375
MULT,8,1.1409996659494936e-05,0.0,13604.109375
MULT,9,1.2579999747686088e-05,100.0,13604.109375
MULT,10,1.189999602502212e-05,0.0,13604.109375
MULT,11,1.0160001693293452e-05,66.7,13604.109375
MULT,12,9.290000889450312e-06,0.0,13604.109375
MULT,13,8.039998647291213e-06,0.0,13604.109375
MULT,14,7.07000435795635e-06,50.0,13604.109375
MULT,15,7.3499977588653564e-06,0.0,13604.109375
MULT,16,1.3839999155607074e-05,100.0,13604.109375
MULT,17,9.309995220974088e-06,0.0,13604.109375
MULT,18,1.1249998351559043e-05,100.0,13604.109375
MULT,19,1.2469994544517249e-05,100.0,13604.109375
MULT,20,1.281000004382804e-05,0.0,13604.109375
DIV,1,1.56499954755418e-05,100.0,13604.109375
DIV,2,1.2029995559714735e-05,50.0,13604.10546875
DIV,3,1.2520002201199532e-05,50.0,13604.10546875
DIV,4,1.3919998309575021e-05,100.0,13604.10546875
DIV,5,1.4500001270789653e-05,0.0,13604.10546875
DIV,6,1.2951000826433301e-05,100.0,13604.10546875
DIV,7,1.3080003554932773e-05,50.0,13604.10546875
DIV,8,1.2600001355167478e-05,0.0,13604.10546875
DIV,9,1.379000605084002e-05,50.0,13604.10546875
DIV,10,1.2730000889860094e-05,100.0,13604.10546875
DIV,11,1.2820004485547543e-05,50.0,13604.10546875
DIV,12,1.229000190505758e-05,0.0,13604.10546875
DIV,13,1.2130003597121686e-05,50.0,13604.10546875
DIV,14,1.3040000339969993e-05,100.0,13604.10546875
DIV,15,1.2619995686691254e-05,50.0,13604.10546875
DIV,16,1.016999885905534e-05,0.0,13604.10546875
DIV,17,8.899995009414852e-06,0.0,13604.10546875
DIV,18,8.699993486516178e-06,66.7,13604.10546875
DIV,19,7.969996659085155e-06,100.0,13604.1015625
DIV,20,7.520000508520752e-06,0.0,13604.1015625
SQRT,1,1.2049997167196125e-05,0.0,13604.1015625
SQRT,2,9.659997886046767e-06,0.0,13604.1015625
SQRT,3,1.1210002412553877e-05,100.0,13604.1015625
SQRT,4,1.141000393545255e-05,50.0,13604.1015625
SQRT,5,9.429997589904815e-06,0.0,13604.1015625
SQRT,6,8.809998689685017e-06,50.0,13604.1015625
SQRT,7,1.3569995644502342e-05,100.0,13604.1015625
SQRT,8,1.4599994756281376e-05,100.0,13604.1015625
SQRT,9,4.438000178197399e-05,50.0,13604.1015625
SQRT,10,9.600997145753354e-06,0.0,13604.1015625
SQRT,11,9.60000033956021e-06,100.0,13604.1015625
SQRT,12,8.570001227781177e-06,0.0,13604.1015625
SQRT,13,8.830000297166407e-06,0.0,13604.1015625
SQRT,14,7.679998816456646e-06,100.0,13604.1015625
SQRT,15,8.300004992634058e-06,0.0,13604.1015625
SQRT,16,1.4140001439955086e-05,100.0,13604.1015625
SQRT,17,1.4099998224992305e-05,0.0,13604.1015625
SQRT,18,1.5650002751499414e-05,60.0,13604.1015625
SQRT,19,1.3760000001639128e-05,50.0,13604.1015625
SQRT,20,1.3789998774882406e-05,100.0,13604.1015625
